"Category","City","Container","Customer_ID","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_ID","Order_Priority","Postal_Code","Region","Row_ID","Ship_Date","Ship_Mode","State","Discount","Gross_Profit_Ratio","Number_of_Records","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Telephones and Communication","Wilmington","Small Box","2778","Alison Jones","Consumer","Technology","Talkabout T8097","2010-02-11","87160","High","28403","South","20097","2010-02-12","Express Air","North Carolina","5.00%","5.20%","1","12","58.00%","$111 ","$2,119 ","$9 ","$206 "
"Telephones and Communication","Wilmington","Small Box","2778","Alison Jones","Consumer","Technology","TimeportP7382","2010-02-11","87160","High","28403","South","20098","2010-02-12","Regular Air","North Carolina","8.00%","-234.40%","1","5","56.00%","($1,964)","$838 ","$9 ","$206 "
"Office Furnishings","Wilmington","Small Pack","2778","Alison Jones","Consumer","Furniture","Nu-Dell Executive Frame","2011-07-16","87164","Low","28403","South","18239","2011-07-16","Regular Air","North Carolina","0.00%","925.30%","1","14","48.00%","$1,717 ","$186 ","$5 ","$13 "
"Pens  and  Art Supplies","Wilmington","Wrap Bag","2778","Alison Jones","Consumer","Office Supplies","4009 Highlighters by Sanford","2011-11-24","87168","Not Specified","28403","South","18668","2011-11-26","Regular Air","North Carolina","0.00%","537.30%","1","3","52.00%","$72 ","$13 ","$1 ","$4 "
"Telephones and Communication","Wilmington","Small Pack","2778","Alison Jones","Consumer","Technology","Accessory6","2012-06-26","87170","Not Specified","28403","South","19110","2012-06-27","Regular Air","North Carolina","3.00%","91.80%","1","7","80.00%","$310 ","$338 ","$5 ","$56 "
"Telephones and Communication","Wilson","Wrap Bag","2779","Jacob Burgess","Corporate","Technology","Accessory41","2010-06-11","87161","Critical","27893","South","21707","2010-06-12","Regular Air","North Carolina","1.00%","-17.60%","1","11","38.00%","($61)","$345 ","$6 ","$36 "
"Labels","Wilson","Small Box","2779","Jacob Burgess","Corporate","Office Supplies","Avery 496","2011-08-14","87165","High","27893","South","20398","2011-08-15","Regular Air","North Carolina","5.00%","-42.70%","1","13","37.00%","($20)","$47 ","$1 ","$4 "
"Appliances","Wilson","Jumbo Drum","2779","Jacob Burgess","Corporate","Office Supplies","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","2011-11-03","87167","High","27893","South","20762","2011-11-05","Delivery Truck","North Carolina","10.00%","1.80%","1","12","59.00%","$60 ","$3,284 ","$23 ","$280 "
"Storage  and  Organization","Wilson","Small Box","2779","Jacob Burgess","Corporate","Office Supplies","Recycled Eldon Regeneration Jumbo File","2011-11-03","87167","High","27893","South","20763","2011-11-05","Regular Air","North Carolina","7.00%","31.20%","1","19","57.00%","$72 ","$231 ","$6 ","$12 "
"Telephones and Communication","Wilson","Small Box","2779","Jacob Burgess","Consumer","Technology","Accessory27","2012-01-13","87169","Low","27893","South","20530","2012-01-17","Regular Air","North Carolina","0.00%","9.20%","1","11","85.00%","$31 ","$341 ","$5 ","$36 "
"Office Machines","Wilson","Medium Box","2779","Jacob Burgess","Corporate","Technology","210 Trimline Phone, White","2013-09-22","87173","Medium","27893","South","21566","2013-09-22","Regular Air","North Carolina","1.00%","-37.10%","1","17","38.00%","($109)","$294 ","$11 ","$16 "
"Office Furnishings","Bismarck","Small Box","2780","Gregory Strickland","Corporate","Furniture","Eldon Expressions Punched Metal  and  Wood Desk Accessories, Black  and  Cherry","2011-06-23","87163","Not Specified","58501","Central","23258","2011-06-25","Regular Air","North Dakota","3.00%","-3.00%","1","12","57.00%","($3)","$114 ","$5 ","$9 "
"Computer Peripherals","Bismarck","Small Pack","2780","Gregory Strickland","Consumer","Technology","BASF Silver 74 Minute CD-R","2013-06-07","87171","High","58501","Central","23646","2013-06-08","Regular Air","North Dakota","2.00%","-177.70%","1","6","51.00%","($19)","$11 ","$2 ","$2 "
"Telephones and Communication","Bismarck","Small Pack","2780","Gregory Strickland","Consumer","Technology","Accessory39","2013-06-07","87171","High","58501","Central","23647","2013-06-09","Regular Air","North Dakota","9.00%","-116.80%","1","5","81.00%","($98)","$84 ","$3 ","$21 "
"Paper","Bismarck","Wrap Bag","2780","Gregory Strickland","Corporate","Office Supplies","Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11","2013-12-10","87174","Medium","58501","Central","25547","2013-12-11","Regular Air","North Dakota","0.00%","69.00%","1","12","39.00%","$62 ","$90 ","$2 ","$7 "
"Binders and Binder Accessories","Woodburn","Small Box","2781","Kelly Byers","Consumer","Office Supplies","Peel  and  Stick Add-On Corner Pockets","2010-07-31","87162","Low","97071","West","22095","2010-08-04","Regular Air","Oregon","9.00%","-689.60%","1","2","37.00%","($38)","$5 ","$6 ","$2 "
"Office Machines","Woodburn","Jumbo Drum","2781","Kelly Byers","Consumer","Technology","Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers","2010-07-31","87162","Low","97071","West","22096","2010-08-07","Delivery Truck","Oregon","3.00%","69.00%","1","11","40.00%","$5,659 ","$8,201 ","$55 ","$808 "
"Paper","Woodburn","Small Box","2781","Kelly Byers","Consumer","Office Supplies","Xerox 217","2010-07-31","87162","Low","97071","West","22097","2010-08-07","Regular Air","Oregon","0.00%","-190.80%","1","3","37.00%","($43)","$23 ","$8 ","$6 "
"Appliances","Woodburn","Jumbo Drum","2781","Kelly Byers","Corporate","Office Supplies","1.7 Cubic Foot Compact Cube Office Refrigerators","2011-06-23","87163","Not Specified","97071","West","23259","2011-06-24","Delivery Truck","Oregon","4.00%","23.40%","1","15","58.00%","$755 ","$3,233 ","$68 ","$208 "
"Bookcases","Woodburn","Jumbo Box","2781","Kelly Byers","Corporate","Furniture","Hon 4-Shelf Metal Bookcases","2011-09-21","87166","Low","97071","West","23003","2011-09-23","Delivery Truck","Oregon","1.00%","21.10%","1","10","60.00%","$227 ","$1,072 ","$26 ","$101 "
"Binders and Binder Accessories","Woodburn","Small Box","2781","Kelly Byers","Consumer","Office Supplies","GBC Standard Therm-A-Bind Covers","2013-07-31","87172","Low","97071","West","22094","2013-08-04","Regular Air","Oregon","3.00%","-38.70%","1","2","39.00%","($22)","$57 ","$13 ","$25 "
"Scissors, Rulers and Trimmers","Woodburn","Small Pack","2781","Kelly Byers","Consumer","Office Supplies","Fiskars Softgrip Scissors","2013-07-31","87172","Low","97071","West","22098","2013-08-04","Regular Air","Oregon","3.00%","32.60%","1","15","57.00%","$56 ","$171 ","$3 ","$11 "
"Chairs  and  Chairmats","Ponca City","Jumbo Drum","2783","Caroline Duffy","Corporate","Furniture","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","2011-10-23","86983","Low","74601","Central","19703","2011-10-28","Delivery Truck","Oklahoma","10.00%","15.00%","1","5","58.00%","$140 ","$932 ","$24 ","$201 "
"Pens  and  Art Supplies","Ponca City","Wrap Bag","2783","Caroline Duffy","Corporate","Office Supplies","Fluorescent Highlighters by Dixon","2011-10-23","86983","Low","74601","Central","19704","2011-10-27","Express Air","Oklahoma","2.00%","10.60%","1","2","51.00%","$1 ","$10 ","$1 ","$4 "
"Bookcases","Ponca City","Jumbo Box","2783","Caroline Duffy","Corporate","Furniture","Bush Westfield Collection Bookcases, Fully Assembled","2013-10-27","86988","Low","74601","Central","18205","2013-10-31","Delivery Truck","Oklahoma","8.00%","-9.10%","1","13","62.00%","($121)","$1,324 ","$36 ","$101 "
"Office Furnishings","Shawnee","Wrap Bag","2784","Rebecca Abrams","Corporate","Furniture","Coloredge Poster Frame","2011-08-24","86981","High","74801","Central","22809","2011-08-26","Regular Air","Oklahoma","4.00%","69.00%","1","22","46.00%","$223 ","$323 ","$5 ","$14 "
"Paper","Shawnee","Small Box","2784","Rebecca Abrams","Corporate","Office Supplies","Staples Colored Bar Computer Paper","2011-08-24","86981","High","74801","Central","22810","2011-08-26","Regular Air","Oklahoma","3.00%","69.00%","1","13","38.00%","$322 ","$467 ","$5 ","$35 "
"Appliances","Shawnee","Small Box","2784","Rebecca Abrams","Corporate","Office Supplies","Acco 6 Outlet Guardian Premium Surge Suppressor","2011-10-23","86983","Low","74801","Central","19705","2011-10-28","Regular Air","Oklahoma","6.00%","17.70%","1","9","58.00%","$24 ","$133 ","$4 ","$15 "
"Envelopes","Shawnee","Small Box","2784","Rebecca Abrams","Corporate","Office Supplies","#10- 4 1/8 x 9 1/2 Recycled Envelopes","2011-10-23","86983","Low","74801","Central","19706","2011-10-30","Regular Air","Oklahoma","0.00%","-76.80%","1","10","38.00%","($73)","$95 ","$8 ","$9 "
"Storage  and  Organization","Shawnee","Small Box","2784","Rebecca Abrams","Corporate","Office Supplies","Hot File 7-Pocket, Floor Stand","2011-10-23","86983","Low","74801","Central","19707","2011-10-28","Regular Air","Oklahoma","3.00%","44.30%","1","7","55.00%","$568 ","$1,282 ","$20 ","$178 "
"Tables","Shawnee","Jumbo Box","2784","Rebecca Abrams","Corporate","Furniture","Bush Advantage Collection Racetrack Conference Table","2013-03-30","86984","Low","74801","Central","24317","2013-04-01","Delivery Truck","Oklahoma","8.00%","-16.80%","1","5","67.00%","($352)","$2,099 ","$110 ","$424 "
"Computer Peripherals","Shawnee","Small Pack","2784","Rebecca Abrams","Corporate","Technology","DS/HD IBM Formatted Diskettes, 200/Pack - Staples","2013-08-28","86987","High","74801","Central","21285","2013-08-28","Express Air","Oklahoma","2.00%","36.20%","1","21","71.00%","$363 ","$1,002 ","$4 ","$48 "
"Rubber Bands","Stillwater","Wrap Bag","2785","George Shields","Corporate","Office Supplies","Binder Clips by OIC","2011-03-30","86980","Low","74074","Central","24318","2011-04-04","Regular Air","Oklahoma","7.00%","29.10%","1","8","37.00%","$3 ","$12 ","$1 ","$1 "
"Bookcases","Stillwater","Jumbo Box","2785","George Shields","Corporate","Furniture","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","2011-09-29","86982","Medium","74074","Central","24383","2011-09-30","Delivery Truck","Oklahoma","5.00%","23.80%","1","5","62.00%","$1,035 ","$4,352 ","$45 ","$881 "
"Copiers and Fax","Stillwater","Large Box","2785","George Shields","Corporate","Technology","Hewlett Packard LaserJet 3310 Copier","2011-09-29","86982","Medium","74074","Central","24384","2011-10-01","Express Air","Oklahoma","7.00%","69.00%","1","19","37.00%","$7,691 ","$11,146 ","$24 ","$600 "
"Office Furnishings","Stillwater","Small Box","2785","George Shields","Corporate","Furniture","Career Cubicle Clock, 8 1/4, Black","2013-05-12","86985","Not Specified","74074","Central","25435","2013-05-13","Regular Air","Oklahoma","9.00%","19.90%","1","3","47.00%","$12 ","$62 ","$14 ","$20 "
"Telephones and Communication","Stillwater","Small Pack","2785","George Shields","Corporate","Technology","Accessory6","2013-05-12","86985","Not Specified","74074","Central","25436","2013-05-13","Regular Air","Oklahoma","3.00%","10.10%","1","15","80.00%","$75 ","$735 ","$5 ","$56 "
"Paper","Stillwater","Small Box","2785","George Shields","Corporate","Office Supplies","HP Office Paper (20Lb. and 87 Bright)","2013-07-12","86986","Medium","74074","Central","25114","2013-07-14","Express Air","Oklahoma","2.00%","-89.90%","1","6","37.00%","($41)","$45 ","$7 ","$7 "
"Computer Peripherals","Metairie","Small Pack","2787","Rodney Kearney","Consumer","Technology","DS/HD IBM Formatted Diskettes, 200/Pack - Staples","2010-03-12","91316","Not Specified","70003","South","21587","2010-03-13","Express Air","Louisiana","1.00%","-11.30%","1","8","71.00%","($44)","$394 ","$4 ","$48 "
"Appliances","Metairie","Jumbo Drum","2787","Rodney Kearney","Consumer","Office Supplies","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","2011-07-24","91317","Low","70003","South","25255","2011-07-26","Delivery Truck","Louisiana","4.00%","0.60%","1","8","41.00%","$3 ","$568 ","$60 ","$69 "
"Labels","Metairie","Small Box","2787","Rodney Kearney","Consumer","Office Supplies","Avery 520","2011-07-24","91317","Low","70003","South","25256","2011-07-31","Regular Air","Louisiana","9.00%","-3156.60%","1","3","37.00%","($276)","$9 ","$1 ","$3 "
"Paper","Metairie","Wrap Bag","2787","Rodney Kearney","Consumer","Office Supplies","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","2011-07-24","91317","Low","70003","South","25257","2011-07-24","Express Air","Louisiana","5.00%","112.70%","1","13","36.00%","$62 ","$55 ","$2 ","$4 "
"Binders and Binder Accessories","Metairie","Small Box","2787","Rodney Kearney","Consumer","Office Supplies","GBC ProClick Spines for 32-Hole Punch","2011-08-16","91318","High","70003","South","24611","2011-08-17","Regular Air","Louisiana","1.00%","-8.20%","1","17","38.00%","($18)","$218 ","$7 ","$13 "
"Office Furnishings","Metairie","Small Box","2787","Rodney Kearney","Consumer","Furniture","Eldon Wave Desk Accessories","2012-11-28","91319","High","70003","South","22417","2012-11-29","Regular Air","Louisiana","9.00%","529.00%","1","20","41.00%","$638 ","$121 ","$6 ","$6 "
"Bookcases","Metairie","Jumbo Box","2787","Rodney Kearney","Consumer","Furniture","Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","2013-03-12","91320","Not Specified","70003","South","21586","2013-03-12","Delivery Truck","Louisiana","0.00%","-17.60%","1","12","78.00%","($233)","$1,324 ","$57 ","$101 "
"Binders and Binder Accessories","Oakville","Small Box","2788","Lucille Zhao","Consumer","Office Supplies","Fellowes Twister Kit, Gray/Clear, 3/pkg","2011-07-24","91317","Low","63129","Central","25258","2011-07-31","Express Air","Missouri","1.00%","-153.50%","1","13","40.00%","($177)","$115 ","$9 ","$8 "
"Storage  and  Organization","Livonia","Small Box","2790","Glen Green","Corporate","Office Supplies","Letter Size Cart","2013-09-13","88764","Medium","48154","Central","18710","2013-09-14","Regular Air","Michigan","0.00%","48.00%","1","16","56.00%","$1,102 ","$2,296 ","$20 ","$143 "
"Pens  and  Art Supplies","Madison Heights","Wrap Bag","2791","Dawn Larson","Corporate","Office Supplies","Newell 346","2010-07-15","88758","Critical","48071","Central","19860","2010-07-15","Regular Air","Michigan","9.00%","25.10%","1","7","56.00%","$5 ","$19 ","$1 ","$3 "
"Appliances","Madison Heights","Small Box","2791","Dawn Larson","Corporate","Office Supplies","Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit","2011-01-20","88759","High","48071","Central","22091","2011-01-21","Regular Air","Michigan","3.00%","-6.70%","1","2","56.00%","($8)","$117 ","$13 ","$57 "
"Office Furnishings","Madison Heights","Large Box","2791","Dawn Larson","Corporate","Furniture","Westinghouse Clip-On Gooseneck Lamps","2011-01-20","88759","High","48071","Central","22092","2011-01-22","Express Air","Michigan","4.00%","-290.40%","1","12","59.00%","($324)","$112 ","$10 ","$8 "
"Telephones and Communication","Madison Heights","Small Box","2791","Dawn Larson","Corporate","Technology","5190","2011-07-19","88760","Critical","48071","Central","20393","2011-07-21","Regular Air","Michigan","1.00%","69.00%","1","12","59.00%","$498 ","$722 ","$8 ","$66 "
"Office Machines","Madison Heights","Medium Box","2791","Dawn Larson","Corporate","Technology","Canon MP41DH Printing Calculator","2013-04-11","88762","Low","48071","Central","20629","2013-04-13","Regular Air","Michigan","8.00%","69.00%","1","8","38.00%","$828 ","$1,200 ","$14 ","$151 "
"Storage  and  Organization","Madison Heights","Small Box","2791","Dawn Larson","Corporate","Office Supplies","Filing/Storage Totes and Swivel Casters","2013-04-11","88762","Low","48071","Central","20630","2013-04-18","Regular Air","Michigan","7.00%","-291.80%","1","7","60.00%","($191)","$65 ","$9 ","$10 "
"Paper","Midland","Small Box","2792","Emma Copeland","Corporate","Office Supplies","Xerox 1893","2011-01-20","88759","High","48640","Central","22093","2011-01-22","Express Air","Michigan","2.00%","-72.00%","1","1","36.00%","($31)","$44 ","$17 ","$41 "
"Binders and Binder Accessories","Midland","Small Box","2792","Emma Copeland","Corporate","Office Supplies","Vinyl Sectional Post Binders","2012-07-03","88761","Critical","48640","Central","22220","2012-07-03","Regular Air","Michigan","3.00%","69.00%","1","14","35.00%","$357 ","$517 ","$3 ","$38 "
"Binders and Binder Accessories","Midland","Small Box","2792","Emma Copeland","Corporate","Office Supplies","Round Ring Binders","2013-09-05","88763","Low","48640","Central","22899","2013-09-09","Regular Air","Michigan","4.00%","-34.70%","1","14","38.00%","($10)","$29 ","$1 ","$2 "
"Bookcases","Midland","Jumbo Box","2792","Emma Copeland","Corporate","Furniture","Rush Hierlooms Collection 1 Thick Stackable Bookcases","2013-12-24","88765","Low","48640","Central","23180","2013-12-26","Delivery Truck","Michigan","1.00%","-1.40%","1","6","66.00%","($14)","$1,056 ","$36 ","$171 "
"Labels","Marshalltown","Small Box","2794","Connie Bunn","Corporate","Office Supplies","Avery 479","2010-03-20","87554","Medium","50158","Central","18361","2010-03-22","Regular Air","Iowa","6.00%","69.00%","1","2","39.00%","$4 ","$5 ","$1 ","$3 "
"Paper","Marshalltown","Wrap Bag","2794","Connie Bunn","Corporate","Office Supplies","Wirebound Voice Message Log Book","2010-06-07","87555","High","50158","Central","18895","2010-06-07","Regular Air","Iowa","7.00%","69.00%","1","5","39.00%","$16 ","$23 ","$1 ","$5 "
"Chairs  and  Chairmats","Marshalltown","Jumbo Drum","2794","Connie Bunn","Corporate","Furniture","Office Star - Task Chair with Contemporary Loop Arms","2011-02-22","87557","Medium","50158","Central","18333","2011-02-23","Delivery Truck","Iowa","0.00%","18.40%","1","12","61.00%","$206 ","$1,121 ","$30 ","$91 "
"Storage  and  Organization","Marshalltown","Small Box","2794","Connie Bunn","Corporate","Office Supplies","Acco Perma 3000 Stacking Storage Drawers","2011-02-22","87557","Medium","50158","Central","18334","2011-02-24","Regular Air","Iowa","4.00%","24.20%","1","10","66.00%","$53 ","$217 ","$5 ","$21 "
"Storage  and  Organization","Marshalltown","Small Box","2794","Connie Bunn","Consumer","Office Supplies","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","2012-01-22","87560","Low","50158","Central","18431","2012-01-24","Regular Air","Iowa","10.00%","21.30%","1","10","73.00%","$135 ","$634 ","$7 ","$65 "
"Computer Peripherals","Marshalltown","Small Pack","2794","Connie Bunn","Consumer","Technology","80 Minute CD-R Spindle, 100/Pack - Staples","2012-06-23","87562","Critical","50158","Central","18353","2012-06-25","Regular Air","Iowa","4.00%","69.00%","1","12","54.00%","$320 ","$464 ","$2 ","$39 "
"Pens  and  Art Supplies","Mason City","Small Pack","2795","Harry Burns","Corporate","Office Supplies","Barrel Sharpener","2010-07-26","87556","Low","50401","Central","19486","2010-07-28","Regular Air","Iowa","4.00%","-226.20%","1","8","59.00%","($70)","$31 ","$4 ","$4 "
"Telephones and Communication","Mason City","Small Box","2795","Harry Burns","Corporate","Technology","2160i","2010-07-26","87556","Low","50401","Central","19487","2010-07-30","Regular Air","Iowa","5.00%","69.00%","1","14","59.00%","$1,631 ","$2,363 ","$4 ","$201 "
"Telephones and Communication","Mason City","Small Box","2795","Harry Burns","Corporate","Technology","A1228","2010-07-26","87556","Low","50401","Central","19488","2010-07-26","Regular Air","Iowa","7.00%","-139.20%","1","2","58.00%","($457)","$328 ","$9 ","$196 "
"Computer Peripherals","Mason City","Small Pack","2795","Harry Burns","Consumer","Technology","Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS","2013-04-27","87564","High","50401","Central","20145","2013-04-27","Express Air","Iowa","4.00%","69.00%","1","9","50.00%","$185 ","$269 ","$2 ","$30 "
"Storage  and  Organization","Mason City","Medium Box","2795","Harry Burns","Consumer","Office Supplies","Eldon Simplefile Box Office","2013-10-01","87566","Not Specified","50401","Central","21204","2013-10-02","Regular Air","Iowa","0.00%","-23.50%","1","9","57.00%","($28)","$119 ","$6 ","$12 "
"Office Furnishings","Mason City","Wrap Bag","2795","Harry Burns","Corporate","Furniture","Master Giant Foot Doorstop, Safety Yellow","2013-11-05","87568","Not Specified","50401","Central","20513","2013-11-06","Regular Air","Iowa","0.00%","47.80%","1","18","42.00%","$67 ","$140 ","$4 ","$8 "
"Binders and Binder Accessories","Sioux City","Small Box","2796","Cindy McLeod","Corporate","Office Supplies","Premier Elliptical Ring Binder, Black","2010-01-21","87553","Medium","51106","Central","23351","2010-01-23","Regular Air","Iowa","2.00%","69.00%","1","12","37.00%","$267 ","$387 ","$1 ","$30 "
"Chairs  and  Chairmats","Sioux City","Jumbo Drum","2796","Cindy McLeod","Corporate","Furniture","Office Star Flex Back Scooter Chair with White Frame","2011-10-17","87558","Critical","51106","Central","25235","2011-10-18","Delivery Truck","Iowa","1.00%","6.30%","1","22","71.00%","$162 ","$2,576 ","$30 ","$111 "
"Binders and Binder Accessories","Sioux City","Small Box","2796","Cindy McLeod","Corporate","Office Supplies","Durable Pressboard Binders","2012-04-16","87561","Medium","51106","Central","24658","2012-04-16","Regular Air","Iowa","6.00%","-2.20%","1","2","38.00%","$0 ","$8 ","$1 ","$4 "
"Labels","Sioux City","Small Box","2796","Cindy McLeod","Corporate","Office Supplies","Avery 52","2012-04-16","87561","Medium","51106","Central","24659","2012-04-17","Regular Air","Iowa","8.00%","32.50%","1","2","38.00%","$2 ","$7 ","$1 ","$4 "
"Computer Peripherals","Pittsburgh","Small Pack","2797","Cameron Kendall","Consumer","Technology","Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack","2010-01-10","87552","Medium","15122","East","22787","2010-01-11","Regular Air","Pennsylvania","0.00%","-362.50%","1","8","79.00%","($159)","$44 ","$5 ","$5 "
"Labels","Pittsburgh","Small Box","2797","Cameron Kendall","Corporate","Office Supplies","Avery 508","2010-01-21","87553","Medium","15122","East","23350","2010-01-22","Regular Air","Pennsylvania","2.00%","69.00%","1","9","36.00%","$30 ","$43 ","$1 ","$5 "
"Office Furnishings","Pittsburgh","Small Pack","2797","Cameron Kendall","Consumer","Furniture","Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock","2011-11-30","87559","Medium","15122","East","21859","2011-12-03","Regular Air","Pennsylvania","9.00%","0.90%","1","31","51.00%","$3 ","$316 ","$5 ","$10 "
"Appliances","Pittsburgh","Jumbo Drum","2797","Cameron Kendall","Corporate","Office Supplies","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","2013-01-21","87563","Medium","15122","East","23349","2013-01-22","Delivery Truck","Pennsylvania","4.00%","57.60%","1","4","59.00%","$635 ","$1,102 ","$23 ","$280 "
"Chairs  and  Chairmats","Pittsburgh","Jumbo Drum","2797","Cameron Kendall","Consumer","Furniture","Metal Folding Chairs, Beige, 4/Carton","2013-09-15","87565","Low","15122","East","21405","2013-09-22","Delivery Truck","Pennsylvania","10.00%","-63.50%","1","8","58.00%","($163)","$256 ","$19 ","$34 "
"Paper","Pittsburgh","Small Box","2797","Cameron Kendall","Consumer","Office Supplies","Xerox 1952","2013-10-01","87566","Not Specified","15122","East","21205","2013-10-02","Regular Air","Pennsylvania","6.00%","-98.90%","1","5","38.00%","($28)","$28 ","$5 ","$5 "
"Office Machines","Pittsburgh","Jumbo Box","2797","Cameron Kendall","Corporate","Technology","Okidata ML320 Series Turbo Dot Matrix Printers","2013-10-03","87567","High","15122","East","22389","2013-10-04","Delivery Truck","Pennsylvania","4.00%","36.40%","1","8","56.00%","$1,197 ","$3,287 ","$12 ","$400 "
"Bookcases","East Los Angeles","Jumbo Box","2799","Gilbert Vogel","Small Business","Furniture","Bush Mission Pointe Library","2011-11-04","87433","Low","90022","West","20131","2011-11-09","Delivery Truck","California","5.00%","3.40%","1","30","65.00%","$154 ","$4,532 ","$66 ","$151 "
"Binders and Binder Accessories","East Los Angeles","Small Box","2799","Gilbert Vogel","Small Business","Office Supplies","ACCOHIDE Binder by Acco","2013-04-12","87434","High","90022","West","18296","2013-04-14","Regular Air","California","0.00%","-242.00%","1","6","38.00%","($68)","$28 ","$5 ","$4 "
"Appliances","Chandler","Medium Box","2801","Jimmy Wang","Home Office","Office Supplies","Bionaire 99.97% HEPA Air Cleaner","2010-06-28","91049","Low","85224","West","20618","2010-07-03","Regular Air","Arizona","0.00%","18.60%","1","15","50.00%","$53 ","$284 ","$8 ","$18 "
"Telephones and Communication","Chandler","Small Box","2801","Jimmy Wang","Home Office","Technology","DPC 650 Piper","2011-07-23","91050","Low","85224","West","26040","2011-07-30","Express Air","Arizona","4.00%","-11.10%","1","4","58.00%","($43)","$390 ","$3 ","$116 "
"Storage  and  Organization","Chandler","Small Box","2801","Jimmy Wang","Home Office","Office Supplies","Hot File 7-Pocket, Floor Stand","2011-10-09","91051","Low","85224","West","20893","2011-10-16","Regular Air","Arizona","3.00%","24.30%","1","4","55.00%","$174 ","$715 ","$20 ","$178 "
"Paper","Chandler","Small Box","2801","Jimmy Wang","Home Office","Office Supplies","Xerox 1894","2013-08-10","91052","Low","85224","West","25634","2013-08-14","Regular Air","Arizona","6.00%","-36.70%","1","6","37.00%","($15)","$40 ","$6 ","$6 "
"Office Machines","East Los Angeles","Jumbo Drum","2803","Catherine Dorsey Burnett","Small Business","Technology","Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers","2010-02-05","86227","Medium","90022","West","18070","2010-02-06","Delivery Truck","California","7.00%","69.00%","1","10","38.00%","$2,700 ","$3,913 ","$28 ","$501 "
"Storage  and  Organization","East Los Angeles","Small Box","2803","Catherine Dorsey Burnett","Small Business","Office Supplies","Hot File 7-Pocket, Floor Stand","2010-02-05","86227","Medium","90022","West","18071","2010-02-07","Regular Air","California","10.00%","-94.90%","1","1","55.00%","($171)","$180 ","$20 ","$178 "
"Office Furnishings","East Los Angeles","Small Pack","2803","Catherine Dorsey Burnett","Small Business","Furniture","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","2011-09-26","86229","Low","90022","West","18931","2011-09-28","Regular Air","California","4.00%","64.00%","1","3","37.00%","$15 ","$23 ","$5 ","$7 "
"Paper","East Los Angeles","Wrap Bag","2803","Catherine Dorsey Burnett","Small Business","Office Supplies","Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11","2011-10-30","86230","High","90022","West","19555","2011-10-30","Regular Air","California","7.00%","51.40%","1","20","39.00%","$68 ","$133 ","$2 ","$7 "
"Pens  and  Art Supplies","East Los Angeles","Wrap Bag","2803","Catherine Dorsey Burnett","Small Business","Office Supplies","Binney  and  Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box","2011-10-30","86230","High","90022","West","19556","2011-10-30","Regular Air","California","1.00%","-217.00%","1","7","44.00%","($45)","$21 ","$4 ","$3 "
"Pens  and  Art Supplies","Auburn","Wrap Bag","2804","Clifford Moran","Small Business","Office Supplies","Newell 336","2013-07-16","86232","Low","4210","East","24930","2013-07-21","Regular Air","Maine","2.00%","54.20%","1","8","56.00%","$19 ","$36 ","$1 ","$4 "
"Appliances","West Scarborough","Small Box","2805","Brandon Boyer","Small Business","Office Supplies","Belkin F9M820V08 8 Outlet Surge","2012-04-29","86231","Low","4070","East","20312","2012-05-06","Regular Air","Maine","9.00%","69.00%","1","14","56.00%","$386 ","$560 ","$5 ","$43 "
"Chairs  and  Chairmats","Westbrook","Jumbo Drum","2806","Elisabeth Hatcher","Small Business","Furniture","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms","2012-04-29","86231","Low","4092","East","20313","2012-05-08","Delivery Truck","Maine","2.00%","54.90%","1","11","64.00%","$2,178 ","$3,969 ","$59 ","$356 "
"Computer Peripherals","Lynn","Small Pack","2807","Ross Beard","Small Business","Technology","Memorex Slim 80 Minute CD-R, 10/Pack","2011-07-16","86228","Low","1901","East","24931","2011-07-21","Regular Air","Massachusetts","5.00%","25.20%","1","5","43.00%","$12 ","$48 ","$2 ","$10 "
"Rubber Bands","Newburyport","Wrap Bag","2808","Harvey Berman","Small Business","Office Supplies","Acco Hot Clips Clips to Go","2013-07-16","86232","Low","1950","East","24932","2013-07-20","Regular Air","Massachusetts","3.00%","0.90%","1","3","40.00%","$0 ","$10 ","$1 ","$3 "
