"Category","City","Container","Customer_ID","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_ID","Order_Priority","Postal_Code","Region","Row_ID","Ship_Date","Ship_Mode","State","Discount","Gross_Profit_Ratio","Number_of_Records","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Envelopes","Johnson City","Small Box","3321","Tina Cameron","Small Business","Office Supplies","#10 White Business Envelopes,4 1/8 x 9 1/2","4/15/12","90108","Not Specified","37604","South","21460","4/16/12","Regular Air","Tennessee","9.00","-0.70","1","13","38.00","1","187","1","16"
"Pens  and  Art Supplies","Johnson City","Wrap Bag","3321","Tina Cameron","Small Business","Office Supplies","Newell 340","4/15/12","90108","Not Specified","37604","South","21461","4/17/12","Regular Air","Tennessee","0.00","-322.40","1","6","56.00","56","17","1","3"
"Appliances","Kingsport","Large Box","3322","Yvonne Kenney","Small Business","Office Supplies","Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room","1/26/12","90106","High","37664","South","25288","1/27/12","Regular Air","Tennessee","5.00","-2.40","1","3","46.00","9","387","24","123"
"Binders and Binder Accessories","Kingsport","Small Box","3322","Yvonne Kenney","Small Business","Office Supplies","Avery Printable Repositionable Plastic Tabs","1/26/12","90106","High","37664","South","25289","1/27/12","Regular Air","Tennessee","5.00","-287.80","1","1","38.00","33","12","6","9"
"Paper","El Mirage","Small Box","3324","Leslie Jacobson","Consumer","Office Supplies","Xerox 217","2/12/10","90985","Medium","85335","West","25330","2/15/10","Regular Air","Arizona","5.00","-280.60","1","9","37.00","164","59","8","6"
"Telephones and Communication","El Mirage","Wrap Bag","3324","Leslie Jacobson","Consumer","Technology","Accessory25","4/7/11","90988","Low","85335","West","26108","4/11/11","Regular Air","Arizona","1.00","69.00","1","10","57.00","128","185","1","21"
"Paper","El Mirage","Small Box","3324","Leslie Jacobson","Consumer","Office Supplies","Xerox 1885","2/6/12","90991","Low","85335","West","25940","2/11/12","Regular Air","Arizona","1.00","69.00","1","7","37.00","247","358","7","48"
"Envelopes","Coos Bay","Small Box","3325","Diane Barr","Consumer","Office Supplies","#10- 4 1/8 x 9 1/2 Recycled Envelopes","6/24/10","90986","Low","97420","West","20488","6/26/10","Regular Air","Oregon","0.00","-60.30","1","14","38.00","79","132","8","9"
"Pens  and  Art Supplies","Coos Bay","Wrap Bag","3325","Diane Barr","Consumer","Office Supplies","DIXON Ticonderoga Erasable Checking Pencils","10/24/10","90987","Critical","97420","West","23476","10/26/10","Regular Air","Oregon","7.00","19.00","1","23","46.00","23","121","2","6"
"Telephones and Communication","Coos Bay","Wrap Bag","3325","Diane Barr","Consumer","Technology","Accessory34","6/22/11","90989","High","97420","West","21998","6/24/11","Regular Air","Oregon","9.00","-201.00","1","2","55.00","270","134","1","86"
"Scissors, Rulers and Trimmers","Coos Bay","Small Pack","3325","Diane Barr","Consumer","Office Supplies","Acme Box Cutter Scissors","8/31/11","90990","High","97420","West","25134","8/31/11","Regular Air","Oregon","8.00","-15.50","1","17","59.00","26","169","5","10"
"Pens  and  Art Supplies","Coos Bay","Wrap Bag","3325","Diane Barr","Consumer","Office Supplies","Newell 35","8/5/12","90992","Low","97420","West","23460","8/5/12","Regular Air","Oregon","5.00","-102.50","1","11","56.00","41","40","5","3"
"Binders and Binder Accessories","Coos Bay","Small Box","3325","Diane Barr","Consumer","Office Supplies","Acco Recycled 2 Capacity Laser Printer Hanging Data Binders","10/24/13","90993","Critical","97420","West","23475","10/25/13","Regular Air","Oregon","2.00","14.40","1","13","38.00","28","197","7","14"
"Chairs  and  Chairmats","Port Huron","Jumbo Drum","3327","Bob Gibson","Small Business","Furniture","Hon Comfortask Task/Swivel Chairs","3/6/10","87272","Not Specified","48060","Central","18259","3/8/10","Delivery Truck","Michigan","6.00","-35.70","1","3","69.00","127","356","30","114"
"Paper","Port Huron","Small Box","3327","Bob Gibson","Small Business","Office Supplies","Xerox 204","3/6/10","87272","Not Specified","48060","Central","18260","3/8/10","Regular Air","Michigan","5.00","-194.90","1","4","37.00","53","27","7","6"
"Computer Peripherals","Redford","Small Box","3328","Penny Kaufman","Small Business","Technology","Fellowes Basic 104-Key Keyboard, Platinum","12/21/11","87273","Critical","48239","Central","19167","12/22/11","Regular Air","Michigan","0.00","44.90","1","15","60.00","149","332","4","21"
"Binders and Binder Accessories","Redford","Small Box","3328","Penny Kaufman","Small Business","Office Supplies","Binder Posts","3/10/12","87274","Medium","48239","Central","19509","3/10/12","Regular Air","Michigan","6.00","-139.70","1","6","39.00","49","35","5","6"
"Computer Peripherals","Redford","Small Pack","3328","Penny Kaufman","Small Business","Technology","Verbatim DVD-R 4.7GB authoring disc","3/1/13","87275","Low","48239","Central","24380","3/8/13","Regular Air","Michigan","5.00","69.00","1","9","51.00","248","359","2","39"
"Office Furnishings","Redford","Small Box","3328","Penny Kaufman","Small Business","Furniture","Hand-Finished Solid Wood Document Frame","3/1/13","87275","Low","48239","Central","24381","3/8/13","Regular Air","Michigan","5.00","69.00","1","7","55.00","166","240","5","34"
"Paper","Redford","Small Box","3328","Penny Kaufman","Small Business","Office Supplies","Xerox 1919","6/11/13","87276","High","48239","Central","22056","6/12/13","Regular Air","Michigan","10.00","69.00","1","9","36.00","235","341","6","41"
"Appliances","Orlando","Small Box","3330","Clyde Fuller","Corporate","Office Supplies","Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","6/19/11","86285","Not Specified","32839","South","18136","6/19/11","Regular Air","Florida","4.00","-1.80","1","9","59.00","12","650","4","71"
"Appliances","Orlando","Small Box","3330","Clyde Fuller","Corporate","Office Supplies","Belkin 6 Outlet Metallic Surge Strip","8/17/13","86290","Critical","32839","South","18081","8/18/13","Regular Air","Florida","7.00","145.00","1","10","59.00","161","111","5","11"
"Storage  and  Organization","Ormond Beach","Small Box","3331","Elisabeth Shaw","Corporate","Office Supplies","Perma STOR-ALL Hanging File Box, 13 1/8W x 12 1/4D x 10 1/2H","1/5/10","86283","Medium","32174","South","21588","1/6/10","Regular Air","Florida","9.00","-1186.20","1","11","68.00","781","66","5","6"
"Paper","Ormond Beach","Wrap Bag","3331","Elisabeth Shaw","Corporate","Office Supplies","EcoTones Memo Sheets","7/9/10","86284","Not Specified","32174","South","23294","7/9/10","Regular Air","Florida","2.00","-45.90","1","12","37.00","23","51","1","4"
"Computer Peripherals","Ormond Beach","Small Box","3331","Elisabeth Shaw","Corporate","Technology","Logitech Access Keyboard","7/18/11","86286","Medium","32174","South","20042","7/18/11","Regular Air","Florida","2.00","13.90","1","14","37.00","31","227","4","16"
"Rubber Bands","Ormond Beach","Wrap Bag","3331","Elisabeth Shaw","Corporate","Office Supplies","Staples Metal Binder Clips","10/30/12","86287","Low","32174","South","20706","11/3/12","Regular Air","Florida","8.00","-475.40","1","13","39.00","158","33","1","3"
"Storage  and  Organization","Ormond Beach","Small Box","3331","Elisabeth Shaw","Corporate","Office Supplies","File Shuttle II and Handi-File, Black","10/30/12","86287","Low","32174","South","20707","10/30/12","Regular Air","Florida","5.00","760.80","1","4","60.00","1056","139","5","34"
"Computer Peripherals","Ormond Beach","Small Box","3331","Elisabeth Shaw","Corporate","Technology","Keytronic French Keyboard","2/8/13","86288","High","32174","South","24197","2/9/13","Regular Air","Florida","4.00","62.40","1","13","65.00","584","936","15","74"
"Binders and Binder Accessories","Ormond Beach","Small Box","3331","Elisabeth Shaw","Corporate","Office Supplies","Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Dark Blue","7/9/13","86289","Not Specified","32174","South","23293","7/11/13","Regular Air","Florida","4.00","-3537.80","1","2","36.00","341","10","5","4"
"Telephones and Communication","Dundalk","Small Box","3333","Marc Simon","Home Office","Technology","Accessory12","1/3/12","90374","Medium","21222","East","21539","1/5/12","Regular Air","Maryland","0.00","69.00","1","6","35.00","324","469","3","86"
"Office Machines","Dundalk","Jumbo Drum","3333","Marc Simon","Home Office","Technology","Canon S750 Color Inkjet Printer","2/24/12","90375","Medium","21222","East","20479","2/25/12","Delivery Truck","Maryland","9.00","69.00","1","11","38.00","899","1303","26","121"
"Paper","Dundalk","Small Box","3333","Marc Simon","Home Office","Office Supplies","HP Office Recycled Paper (20Lb. and 87 Bright)","2/24/12","90375","Medium","21222","East","20480","2/25/12","Regular Air","Maryland","7.00","-265.00","1","10","36.00","150","57","8","6"
"Pens  and  Art Supplies","Dundalk","Small Pack","3333","Marc Simon","Home Office","Office Supplies","Sanford 52201 APSCO Electric Pencil Sharpener","9/24/13","90377","Not Specified","21222","East","19605","9/26/13","Regular Air","Maryland","6.00","26.90","1","14","59.00","158","587","9","41"
"Storage  and  Organization","Odenton","Small Box","3334","Rose Abrams","Home Office","Office Supplies","Fellowes Recycled Storage Drawers","7/15/12","90376","High","21113","East","22645","7/17/12","Regular Air","Maryland","6.00","29.60","1","16","78.00","525","1773","9","111"
"Computer Peripherals","Dumont","Small Pack","3335","Christopher Berman","Home Office","Technology","Imation 3.5 IBM Formatted Diskettes, 10/Box","9/24/13","90377","Not Specified","7628","East","19604","9/25/13","Regular Air","New Jersey","8.00","-32.50","1","16","74.00","42","130","2","8"
"Telephones and Communication","Tamarac","Small Box","3337","Karl Goodwin","Consumer","Technology","i270","9/11/12","85983","High","33319","South","18026","9/13/12","Express Air","Florida","2.00","141.00","1","5","55.00","400","284","9","66"
"Paper","Tampa","Small Box","3338","Constance Robertson","Consumer","Office Supplies","Xerox 212","5/7/10","85979","High","33614","South","21429","5/7/10","Regular Air","Florida","8.00","130.70","1","7","37.00","59","45","8","6"
"Paper","Tampa","Small Box","3338","Constance Robertson","Consumer","Office Supplies","Xerox 200","1/3/11","85982","High","33614","South","22076","1/5/11","Regular Air","Florida","2.00","-2.30","1","11","37.00","2","74","6","6"
"Pens  and  Art Supplies","Tampa","Wrap Bag","3338","Constance Robertson","Consumer","Office Supplies","Quartet Omega Colored Chalk, 12/Pack","1/3/11","85982","High","33614","South","22077","1/4/11","Regular Air","Florida","6.00","-479.80","1","6","38.00","161","34","1","6"
"Storage  and  Organization","Tampa","Small Box","3338","Constance Robertson","Consumer","Office Supplies","2300 Heavy-Duty Transfer File Systems by Perma","1/3/11","85982","High","33614","South","22078","1/3/11","Regular Air","Florida","4.00","20.80","1","10","66.00","51","247","9","25"
"Envelopes","Tampa","Small Box","3338","Constance Robertson","Consumer","Office Supplies","Colored Envelopes","3/19/13","85986","High","33614","South","21489","3/20/13","Regular Air","Florida","4.00","-271.70","1","12","39.00","124","46","3","4"
"Binders and Binder Accessories","Tampa","Small Box","3338","Constance Robertson","Consumer","Office Supplies","Vinyl Sectional Post Binders","9/23/13","85989","Low","33614","South","20673","10/2/13","Regular Air","Florida","6.00","273.90","1","11","35.00","1132","413","3","38"
"Paper","Tampa","Wrap Bag","3338","Constance Robertson","Consumer","Office Supplies","Message Book, Standard Line While You Were Out, 5 1/2 X 4, 200 Sets/Book","9/23/13","85989","Low","33614","South","20674","9/30/13","Regular Air","Florida","7.00","369.30","1","23","38.00","720","195","5","9"
"Labels","Titusville","Small Box","3339","Lester Copeland","Consumer","Office Supplies","Avery 494","12/14/10","85981","High","32780","South","25613","12/15/10","Regular Air","Florida","3.00","21.30","1","7","39.00","4","19","1","3"
"Pens  and  Art Supplies","Titusville","Small Pack","3339","Lester Copeland","Consumer","Office Supplies","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black","12/14/10","85981","High","32780","South","25614","12/15/10","Regular Air","Florida","1.00","-5.30","1","16","58.00","10","194","8","12"
"Telephones and Communication","Troutdale","Small Box","3340","Phillip Blum","Consumer","Technology","i1000plus","7/13/10","85980","Medium","97060","West","22857","7/14/10","Regular Air","Oregon","8.00","69.00","1","14","57.00","990","1435","4","126"
"Bookcases","Troutdale","Jumbo Box","3340","Phillip Blum","Consumer","Furniture","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","1/3/11","85982","High","97060","West","22079","1/5/11","Delivery Truck","Oregon","7.00","69.00","1","8","62.00","4749","6882","45","881"
"Labels","Troutdale","Small Box","3340","Phillip Blum","Consumer","Office Supplies","Avery 504","5/4/13","85987","Low","97060","West","23593","5/6/13","Regular Air","Oregon","3.00","20.00","1","2","36.00","1","6","1","3"
"Telephones and Communication","Troutdale","Small Box","3340","Phillip Blum","Consumer","Technology","T28 WORLD","5/4/13","85987","Low","97060","West","23594","5/9/13","Regular Air","Oregon","3.00","-464.60","1","1","60.00","773","166","9","196"
"Computer Peripherals","Troutdale","Small Pack","3340","Phillip Blum","Consumer","Technology","Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack","5/20/13","85988","Not Specified","97060","West","23464","5/21/13","Regular Air","Oregon","2.00","-185.90","1","1","64.00","18","10","5","5"
"Binders and Binder Accessories","Taylors","Small Box","3341","Harold Shapiro","Consumer","Office Supplies","GBC Linen Binding Covers","12/8/12","85984","Critical","29687","South","19346","12/9/12","Regular Air","South Carolina","4.00","-20.40","1","12","37.00","80","392","12","31"
"Labels","Taylors","Small Box","3341","Harold Shapiro","Consumer","Office Supplies","Avery 508","12/8/12","85984","Critical","29687","South","19347","12/10/12","Regular Air","South Carolina","6.00","-340.50","1","2","36.00","31","9","1","5"
"Envelopes","Taylors","Small Box","3341","Harold Shapiro","Consumer","Office Supplies","#6 3/4 Gummed Flap White Envelopes","1/12/13","85985","High","29687","South","18048","1/13/13","Regular Air","South Carolina","8.00","-199.70","1","12","37.00","230","115","1","10"
"Office Furnishings","Taylors","Small Pack","3341","Harold Shapiro","Consumer","Furniture","Executive Impressions 13 Chairman Wall Clock","9/23/13","85989","Low","29687","South","20675","9/25/13","Regular Air","South Carolina","5.00","1.70","1","11","50.00","5","281","9","25"
"Office Furnishings","Washington","Large Box","3342","Paul Tate","Home Office","Furniture","Electrix Halogen Magnifier Lamp","2/13/10","21572","Critical","20006","East","2986","2/15/10","Regular Air","District of Columbia","3.00","33.50","1","42","59.00","2861","8549","12","194"
"Telephones and Communication","Washington","Small Box","3342","Paul Tate","Home Office","Technology","iDENi80s","6/17/11","16806","High","20006","East","2336","6/19/11","Regular Air","District of Columbia","0.00","-13.10","1","27","59.00","201","1540","20","66"
"Envelopes","Washington","Small Box","3342","Paul Tate","Home Office","Office Supplies","Ames Color-File Green Diamond Border X-ray Mailers","9/6/11","31872","Low","20006","East","4471","9/10/11","Express Air","District of Columbia","6.00","27.30","1","62","38.00","1410","5166","5","84"
"Tables","Washington","Jumbo Drum","3342","Paul Tate","Home Office","Furniture","Hon Non-Folding Utility Tables","9/6/11","31872","Low","20006","East","4472","9/10/11","Delivery Truck","District of Columbia","9.00","-3.20","1","55","55.00","265","8163","60","159"
"Telephones and Communication","Washington","Small Pack","3342","Paul Tate","Home Office","Technology","Accessory13","1/7/12","50945","Critical","20006","East","7138","1/9/12","Regular Air","District of Columbia","1.00","8.30","1","30","57.00","77","927","1","36"
"Computer Peripherals","Washington","Small Box","3342","Paul Tate","Home Office","Technology","Adesso Programmable 142-Key Keyboard","5/5/13","9409","Critical","20006","East","1288","5/7/13","Regular Air","District of Columbia","10.00","-17.10","1","16","79.00","391","2284","4","152"
"Computer Peripherals","Washington","Small Box","3342","Paul Tate","Home Office","Technology","Fellowes Mobile Numeric Keypad, Graphite","6/17/13","16806","High","20006","East","2335","6/18/13","Regular Air","District of Columbia","10.00","-52.60","1","6","64.00","132","251","4","43"
"Telephones and Communication","Washington","Small Pack","3342","Paul Tate","Home Office","Technology","Accessory32","8/30/13","26981","Medium","20006","East","3787","8/30/13","Regular Air","District of Columbia","8.00","11.80","1","26","35.00","143","1207","1","56"
"Storage  and  Organization","Washington","Small Box","3342","Paul Tate","Home Office","Office Supplies","Tenex Personal Self-Stacking Standard File Box, Black/Gray","8/30/13","26981","Medium","20006","East","3788","8/31/13","Regular Air","District of Columbia","4.00","2.00","1","88","58.00","30","1541","6","17"
"Computer Peripherals","Redford","Small Box","3343","Herbert Liu","Home Office","Technology","Adesso Programmable 142-Key Keyboard","5/5/13","89932","Critical","48239","Central","19288","5/7/13","Regular Air","Michigan","10.00","-68.40","1","4","79.00","391","571","4","152"
"Office Furnishings","Rochester Hills","Large Box","3344","Jim Hinson","Home Office","Furniture","Electrix Halogen Magnifier Lamp","2/13/10","89928","Critical","48307","Central","20986","2/15/10","Regular Air","Michigan","3.00","69.00","1","11","59.00","1545","2239","12","194"
"Computer Peripherals","Rochester Hills","Small Box","3344","Jim Hinson","Home Office","Technology","Fellowes Mobile Numeric Keypad, Graphite","6/17/11","89929","High","48307","Central","20335","6/18/11","Regular Air","Michigan","10.00","-126.30","1","2","64.00","106","84","4","43"
"Telephones and Communication","Rochester Hills","Small Box","3344","Jim Hinson","Home Office","Technology","iDENi80s","6/17/11","89929","High","48307","Central","20336","6/19/11","Regular Air","Michigan","0.00","-40.30","1","7","59.00","161","399","20","66"
"Telephones and Communication","Rochester Hills","Small Pack","3344","Jim Hinson","Home Office","Technology","Accessory32","8/30/13","89933","Medium","48307","Central","21787","8/30/13","Regular Air","Michigan","8.00","69.00","1","7","35.00","224","325","1","56"
"Envelopes","Roseville","Small Box","3345","Luis Lang Rowe","Home Office","Office Supplies","Ames Color-File Green Diamond Border X-ray Mailers","9/6/11","89930","Low","48066","Central","22471","9/10/11","Express Air","Michigan","6.00","69.00","1","15","38.00","862","1250","5","84"
"Tables","Roseville","Jumbo Drum","3345","Luis Lang Rowe","Home Office","Furniture","Hon Non-Folding Utility Tables","9/6/11","89930","Low","48066","Central","22472","9/10/11","Delivery Truck","Michigan","9.00","-12.80","1","14","55.00","265","2078","60","159"
"Telephones and Communication","Roseville","Small Pack","3345","Luis Lang Rowe","Home Office","Technology","Accessory13","1/7/12","89931","Critical","48066","Central","25138","1/9/12","Regular Air","Michigan","1.00","59.10","1","8","57.00","146","247","1","36"
"Storage  and  Organization","Roseville","Small Box","3345","Luis Lang Rowe","Home Office","Office Supplies","Tenex Personal Self-Stacking Standard File Box, Black/Gray","8/30/13","89933","Medium","48066","Central","21788","8/31/13","Regular Air","Michigan","4.00","12.30","1","22","58.00","48","385","6","17"
"Binders and Binder Accessories","Royal Palm Beach","Small Box","3347","Carrie McIntosh","Consumer","Office Supplies","GBC VeloBinder Strips","1/6/10","89355","Medium","33411","South","18947","1/8/10","Express Air","Florida","7.00","569.40","1","1","35.00","126","22","6","8"
"Office Furnishings","Royal Palm Beach","Small Pack","3347","Carrie McIntosh","Consumer","Furniture","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","1/6/10","89355","Medium","33411","South","18948","1/8/10","Express Air","Florida","5.00","-272.00","1","5","37.00","93","34","5","7"
"Telephones and Communication","Royal Palm Beach","Small Box","3347","Carrie McIntosh","Consumer","Technology","T18","1/27/10","89356","Medium","33411","South","19461","1/29/10","Regular Air","Florida","2.00","-42.20","1","1","57.00","40","94","3","111"
"Office Machines","Royal Palm Beach","Jumbo Drum","3347","Carrie McIntosh","Consumer","Technology","Canon S750 Color Inkjet Printer","7/27/12","89357","Medium","33411","South","24934","7/29/12","Delivery Truck","Florida","7.00","8.70","1","16","38.00","169","1953","26","121"
"Office Machines","Royal Palm Beach","Medium Box","3347","Carrie McIntosh","Consumer","Technology","Sharp EL500L Fraction Calculator","6/24/13","89359","Low","33411","South","20732","6/29/13","Regular Air","Florida","3.00","-4534.30","1","2","39.00","1357","30","8","14"
"Telephones and Communication","Saint Cloud","Small Pack","3348","Betty Melvin","Consumer","Technology","Accessory36","3/6/13","89358","Critical","34769","South","25272","3/7/13","Regular Air","Florida","10.00","545.80","1","1","83.00","259","48","5","56"
"Computer Peripherals","Parkland","Small Box","3350","Amy York","Small Business","Technology","Keytronic 105-Key Spanish Keyboard","1/23/10","91296","Medium","98444","West","21485","1/25/10","Regular Air","Washington","1.00","-7.60","1","5","67.00","29","384","12","74"
"Pens  and  Art Supplies","Parkland","Wrap Bag","3350","Amy York","Small Business","Office Supplies","Newell 312","12/7/11","91302","High","98444","West","22987","12/9/11","Express Air","Washington","3.00","16.30","1","3","55.00","3","19","1","6"
"Telephones and Communication","Parkland","Small Box","3350","Amy York","Small Business","Technology","Accessory35","12/7/11","91302","High","98444","West","22988","12/9/11","Regular Air","Washington","3.00","69.00","1","19","55.00","412","598","1","36"
"Appliances","Pasco","Small Box","3351","Nathan Wyatt","Small Business","Office Supplies","Belkin 6 Outlet Metallic Surge Strip","8/4/10","91297","Critical","99301","West","23248","8/6/10","Regular Air","Washington","10.00","-10.80","1","17","59.00","19","179","5","11"
"Pens  and  Art Supplies","Pasco","Wrap Bag","3351","Nathan Wyatt","Small Business","Office Supplies","Turquoise Lead Holder with Pocket Clip","8/7/10","91298","High","99301","West","23474","8/9/10","Express Air","Washington","6.00","51.20","1","12","52.00","41","79","2","7"
"Paper","Pasco","Small Box","3351","Nathan Wyatt","Small Business","Office Supplies","Xerox 1893","1/11/11","91299","Medium","99301","West","25878","1/12/11","Regular Air","Washington","5.00","54.40","1","11","36.00","252","463","17","41"
"Office Furnishings","Pasco","Small Box","3351","Nathan Wyatt","Small Business","Furniture","Regeneration Desk Collection","3/2/11","91300","Medium","99301","West","25738","3/4/11","Express Air","Washington","4.00","-48.00","1","2","41.00","4","9","5","2"
"Office Furnishings","Pasco","Medium Box","3351","Nathan Wyatt","Small Business","Furniture","Deflect-o Glass Clear Studded Chair Mats","9/13/11","91301","Not Specified","99301","West","24555","9/14/11","Express Air","Washington","1.00","69.00","1","2","63.00","98","142","11","62"
"Computer Peripherals","Pasco","Small Pack","3351","Nathan Wyatt","Small Business","Technology","Maxell Pro 80 Minute CD-R, 10/Pack","8/13/13","91303","High","99301","West","24741","8/14/13","Regular Air","Washington","6.00","39.20","1","6","45.00","42","107","2","17"
"Appliances","Pullman","Jumbo Drum","3352","Jason Hill","Small Business","Office Supplies","Avanti 4.4 Cu. Ft. Refrigerator","1/11/11","91299","Medium","99163","West","25879","1/13/11","Delivery Truck","Washington","1.00","7.70","1","3","57.00","45","590","55","181"
"Office Furnishings","Pullman","Small Box","3352","Jason Hill","Small Business","Furniture","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black","1/11/11","91299","Medium","99163","West","25880","1/12/11","Express Air","Washington","8.00","69.00","1","12","42.00","225","326","9","29"
"Binders and Binder Accessories","Calexico","Small Box","3354","Sara Faulkner","Corporate","Office Supplies","Lock-Up Easel Spel-Binder","5/16/10","88589","High","92231","West","19838","5/17/10","Regular Air","California","3.00","69.00","1","7","38.00","138","200","1","29"
"Paper","Calexico","Small Box","3354","Sara Faulkner","Corporate","Office Supplies","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)","5/16/10","88589","High","92231","West","19839","5/18/10","Regular Air","California","7.00","-167.30","1","6","36.00","62","37","7","6"
"Labels","Calexico","Small Box","3354","Sara Faulkner","Corporate","Office Supplies","Avery 487","9/27/10","88590","Not Specified","92231","West","19666","9/29/10","Regular Air","California","4.00","69.00","1","19","38.00","48","69","1","4"
"Storage  and  Organization","Calexico","Small Box","3354","Sara Faulkner","Corporate","Office Supplies","Filing/Storage Totes and Swivel Casters","6/21/11","88592","High","92231","West","22334","6/22/11","Regular Air","California","9.00","-138.30","1","9","60.00","121","88","9","10"
"Office Furnishings","Calexico","Small Pack","3354","Sara Faulkner","Corporate","Furniture","3M Polarizing Light Filter Sleeves","8/2/11","88593","Not Specified","92231","West","22914","8/4/11","Regular Air","California","1.00","69.00","1","3","39.00","42","60","4","19"
"Storage  and  Organization","Calexico","Small Box","3354","Sara Faulkner","Corporate","Office Supplies","Home/Office Personal File Carts","8/2/11","88593","Not Specified","92231","West","22915","8/4/11","Express Air","California","6.00","47.60","1","11","60.00","178","373","5","35"
"Binders and Binder Accessories","Calexico","Small Box","3354","Sara Faulkner","Corporate","Office Supplies","Fellowes Binding Cases","9/7/11","88594","High","92231","West","19530","9/9/11","Regular Air","California","5.00","1.60","1","6","40.00","1","73","6","12"
"Appliances","Calexico","Small Box","3354","Sara Faulkner","Corporate","Office Supplies","Belkin F5C206VTEL 6 Outlet Surge","8/2/12","88595","Critical","92231","West","20274","8/3/12","Express Air","California","4.00","17.10","1","3","55.00","14","79","5","23"
"Binders and Binder Accessories","Camarillo","Small Box","3355","Glenda Simon","Corporate","Office Supplies","GBC VeloBinder Electric Binding Machine","2/28/10","88587","Low","93010","West","23906","3/9/10","Regular Air","California","10.00","69.00","1","5","35.00","379","550","9","121"
"Computer Peripherals","Camarillo","Small Pack","3355","Glenda Simon","Corporate","Technology","Imation 3.5 IBM Formatted Diskettes, 10/Box","2/28/10","88587","Low","93010","West","23907","3/4/10","Express Air","California","8.00","-85.40","1","6","74.00","42","49","2","8"
"Telephones and Communication","Camarillo","Small Box","3355","Glenda Simon","Corporate","Technology","V3682","2/28/10","88587","Low","93010","West","23908","2/28/10","Regular Air","California","10.00","54.70","1","7","59.00","372","681","4","126"
"Office Machines","Camarillo","Medium Box","3355","Glenda Simon","Corporate","Technology","Sharp EL500L Fraction Calculator","1/8/11","88591","Low","93010","West","23289","1/8/11","Regular Air","California","1.00","-5.20","1","8","39.00","6","116","8","14"
"Envelopes","Camarillo","Small Box","3355","Glenda Simon","Corporate","Office Supplies","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes","4/9/13","88596","Critical","93010","West","24781","4/10/13","Regular Air","California","3.00","69.00","1","12","36.00","65","95","1","8"
"Appliances","Camarillo","Medium Box","3355","Glenda Simon","Corporate","Office Supplies","Bionaire Personal Warm Mist Humidifier/Vaporizer","8/2/13","88597","Not Specified","93010","West","22916","8/4/13","Regular Air","California","1.00","69.00","1","6","46.00","194","281","5","47"
"Binders and Binder Accessories","Eagle","Small Box","3356","Richard Tan","Corporate","Office Supplies","Pressboard Data Binder, Crimson, 12 X 8 1/2","5/4/10","88588","Medium","83616","West","18628","5/6/10","Regular Air","Idaho","7.00","-174.60","1","13","39.00","116","67","6","5"
"Chairs  and  Chairmats","Eagle","Jumbo Drum","3356","Richard Tan","Corporate","Furniture","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","5/4/10","88588","Medium","83616","West","18629","5/5/10","Delivery Truck","Idaho","3.00","44.50","1","18","62.00","1305","2934","30","161"
"Telephones and Communication","Eagle","Small Box","3356","Richard Tan","Corporate","Technology","2190","5/4/10","88588","Medium","83616","West","18630","5/4/10","Express Air","Idaho","4.00","69.00","1","15","56.00","605","877","6","66"
"Envelopes","Eagle","Small Box","3356","Richard Tan","Corporate","Office Supplies","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes","9/7/11","88594","High","83616","West","19531","9/8/11","Regular Air","Idaho","7.00","69.00","1","18","36.00","91","132","1","8"
"Binders and Binder Accessories","Wausau","Small Box","3358","Shannon McClure","Home Office","Office Supplies","GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black","11/26/12","91441","High","54401","Central","22284","11/27/12","Regular Air","Wisconsin","3.00","1.60","1","24","36.00","6","370","10","15"
"Envelopes","Wausau","Small Box","3358","Shannon McClure","Home Office","Office Supplies","#10 Self-Seal White Envelopes","11/26/12","91441","High","54401","Central","22285","11/27/12","Express Air","Wisconsin","4.00","26.60","1","20","36.00","61","228","5","11"
"Paper","Wausau","Small Box","3358","Shannon McClure","Home Office","Office Supplies","Xerox 188","11/26/12","91441","High","54401","Central","22286","11/28/12","Regular Air","Wisconsin","5.00","41.70","1","38","36.00","181","434","5","11"
"Binders and Binder Accessories","Wauwatosa","Small Box","3359","Jeffrey Cheng","Home Office","Office Supplies","Lock-Up Easel Spel-Binder","10/28/10","91437","High","53213","Central","22597","10/30/10","Regular Air","Wisconsin","9.00","68.30","1","6","38.00","107","157","1","29"
