Category,City,Container,Continent,Country Region,Customer Id,Customer Name,Customer Segment,Department,Item,Order Date,Order Id,Order Priority,Postal Code,Region,Row Id,Ship Date,Ship Mode,State,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Office Machines,Beijing,Jumbo Drum,Asia,China,2961,Bobby Lawson,Consumer,Technology,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,9/3/13,40802,High,,International,15051,9/4/13,Delivery Truck,Beijing,0.04,1,59,0.4,94,"7,082",56,116
Office Machines,Guangzhou,Jumbo Drum,Asia,China,1134,Ray Glass,Consumer,Technology,Epson LQ-570e Dot Matrix Printer,7/2/10,29287,High,,International,1748,7/4/10,Delivery Truck,Guangdong Sheng,0.09,1,59,0.56,"2,700","15,164",28,271
Office Machines,Jalandhar,Jumbo Drum,Asia,India,2703,Thomas Dunlap,Consumer,Technology,Epson LQ-570e Dot Matrix Printer,6/1/12,51650,High,,International,8950,6/3/12,Delivery Truck,Punjab,0.08,1,71,0.56,"9,177","17,923",28,271
Office Machines,Seoul,Jumbo Drum,Asia,Republic of Korea,1125,Tiffany Griffith,Consumer,Technology,Panasonic KX-P1131 Dot Matrix Printer,6/27/11,39749,High,,International,5230,6/29/11,Delivery Truck,Soul,0.01,1,68,0.58,"13,121","17,041",18,265
Office Machines,Paris,Jumbo Drum,Europe,France,3085,Ronnie Armstrong,Consumer,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",1/9/11,4611,High,75010,International,3505,1/9/11,Delivery Truck,le-de-France,0.03,1,32,0.38,"2,870","16,172",28,501
Office Machines,Lisbon,Jumbo Drum,Europe,Portugal,917,Dennis Paul,Consumer,Technology,Epson DFX-8500 Dot Matrix Printer,4/12/10,55040,High,,International,1033,4/14/10,Delivery Truck,Lisboa,0.08,1,2,0.57,"-7,373","4,692",30,"2,550"
Office Machines,Toronto,Jumbo Drum,North America,Canada,1573,Stacy Elliott,Consumer,Technology,Epson Stylus 1520 Color Inkjet Printer,8/31/12,57799,High,M4B,International,9908,9/2/12,Delivery Truck,Ontario,0.02,1,49,0.37,"18,628","24,192",69,501
Office Machines,Bogot,Jumbo Box,South America,Colombia,1529,Roberta L Justice,Consumer,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,7/7/12,27936,High,,International,9361,7/9/12,Delivery Truck,Bogot D.C.,0.06,1,4,0.57,"-8,570","12,230",9,"3,502"
Office Machines,Fortaleza,Jumbo Drum,South America,Brazil,1460,Constance Beach,Consumer,Technology,Lexmark Z55se Color Inkjet Printer,9/29/11,29445,High,,International,6214,10/1/11,Delivery Truck,Ceara,0.09,1,51,0.38,416,"4,611",28,91
Office Machines,Pine Hills,Jumbo Drum,North America,United States of America,2705,Herbert Currie,Consumer,Technology,Epson LQ-570e Dot Matrix Printer,6/1/12,91411,High,32808,South,8957,6/3/12,Delivery Truck,Florida,0.08,1,18,0.56,133,"4,544",28,271
Office Machines,North Port,Jumbo Drum,North America,United States of America,3086,Ted Durham,Consumer,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",1/9/11,88381,High,34287,South,3507,1/9/11,Delivery Truck,Florida,0.03,1,8,0.38,-78,"4,043",28,501
Office Machines,Fort Bragg,Jumbo Drum,North America,United States of America,1575,Kyle Bloom,Consumer,Technology,Epson Stylus 1520 Color Inkjet Printer,8/31/12,86970,High,28307,South,9916,9/2/12,Delivery Truck,North Carolina,0.02,1,12,0.37,-21,"5,925",69,501
Office Machines,Palm Springs,Jumbo Box,North America,United States of America,1530,Seth Sweeney,Consumer,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,7/7/12,88853,High,92262,West,9366,7/9/12,Delivery Truck,California,0.06,1,1,0.57,"-8,570","3,057",9,"3,502"
Office Machines,Redlands,Jumbo Drum,North America,United States of America,920,Jessie Kelly,Consumer,Technology,Epson DFX-8500 Dot Matrix Printer,4/12/13,90498,High,92374,West,12815,4/14/13,Delivery Truck,California,0.08,1,1,0.57,"-7,373","2,346",30,"2,550"
Office Machines,Concord,Jumbo Drum,North America,United States of America,2489,Craig Liu,Consumer,Technology,Lexmark 4227 Plus Dot Matrix Printer,2/11/10,86883,High,94521,West,451,2/13/10,Delivery Truck,California,0.01,1,2,0.55,"-1,597","3,787",15,"2,036"
Office Machines,Los Angeles,Jumbo Drum,North America,United States of America,2491,Sean N Boyer,Consumer,Technology,Lexmark 4227 Plus Dot Matrix Printer,2/11/13,18790,High,90045,West,11905,2/13/13,Delivery Truck,California,0.01,1,7,0.55,"-1,597","13,254",15,"2,036"
Office Machines,Prior Lake,Jumbo Drum,North America,United States of America,950,Jane Shah,Consumer,Technology,Epson DFX5000+ Dot Matrix Printer,3/22/10,89084,Low,55372,Central,786,3/22/10,Delivery Truck,Minnesota,0.05,1,1,0.57,"-2,561","1,497",30,"1,501"
Office Machines,Mineral Wells,Jumbo Drum,North America,United States of America,514,Meredith Brandon,Consumer,Technology,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,1/25/12,90063,Low,76067,Central,7527,1/25/12,Delivery Truck,Texas,0.08,1,11,0.4,-208,"1,201",56,116
Office Machines,Reading,Jumbo Box,North America,United States of America,1397,Ryan Chu,Consumer,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,10/15/11,88736,Low,1867,East,6413,10/17/11,Delivery Truck,Massachusetts,0.1,1,13,0.36,"2,996","4,761",48,401
Copiers and Fax,Lodi,Jumbo Drum,North America,United States of America,1400,Joann Perry,Consumer,Technology,Canon PC940 Copier,10/15/11,88736,Low,7644,East,6411,10/19/11,Delivery Truck,New Jersey,0.02,1,15,0.38,"4,929","7,144",49,450
Office Machines,Washington,Jumbo Drum,North America,United States of America,1193,Louis Parrish,Consumer,Technology,Panasonic KX-P1150 Dot Matrix Printer,6/15/13,22115,Low,20016,East,13876,6/15/13,Delivery Truck,District of Columbia,0.02,1,8,0.56,-284,"1,203",18,145
Office Machines,Biddeford,Jumbo Drum,North America,United States of America,1195,Kara Payne,Consumer,Technology,Panasonic KX-P1150 Dot Matrix Printer,6/15/11,87594,Low,4005,East,5098,6/15/11,Delivery Truck,Maine,0.02,1,2,0.56,-227,301,18,145
Office Machines,Lagos,Jumbo Drum,Africa,Nigeria,509,Jimmy Dawson,Consumer,Technology,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,1/25/12,25095,Low,,International,7524,1/25/12,Delivery Truck,Lagos State,0.08,1,46,0.4,-269,"5,021",56,116
Office Machines,Shenzhen,Jumbo Box,Asia,China,165,Neal Davidson,Consumer,Technology,Okidata ML320 Series Turbo Dot Matrix Printers,1/11/10,21830,Low,,International,132,1/18/10,Delivery Truck,Guangdong Sheng,0.08,1,19,0.56,363,"6,992",12,400
Office Machines,Jakarta,Jumbo Drum,Asia,Indonesia,2777,Constance Gould,Consumer,Technology,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",7/31/10,29187,Low,,International,2014,8/7/10,Delivery Truck,Jakarta,0.03,1,42,0.4,"12,607","31,314",55,808
Office Machines,Riyadh,Jumbo Drum,Asia,Saudi Arabia,2461,Audrey Cain,Consumer,Technology,Okidata ML184 Turbo Dot Matrix Printers,7/16/13,46979,Low,,International,14282,7/18/13,Delivery Truck,Ar Riyad,0.09,1,42,0.56,"5,691","12,206",27,306
Office Machines,Dublin,Jumbo Box,Europe,Ireland,1388,Carla Starr,Consumer,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,10/15/11,30023,Low,,International,6404,10/17/11,Delivery Truck,Dublin,0.1,1,50,0.36,"2,605","18,310",48,401
Copiers and Fax,Dublin,Jumbo Drum,Europe,Ireland,1388,Carla Starr,Consumer,Technology,Canon PC940 Copier,10/15/11,30023,Low,,International,6402,10/19/11,Delivery Truck,Dublin,0.02,1,61,0.38,"5,171","29,052",49,450
Office Machines,Paris,Jumbo Drum,Europe,France,900,Mark Burch Dickson,Consumer,Technology,Epson LQ-570e Dot Matrix Printer,5/17/11,20132,Low,75017,International,4790,5/24/11,Delivery Truck,le-de-France,0.01,1,44,0.56,"2,242","12,789",28,271
Office Machines,Paris,Jumbo Drum,Europe,France,2636,Joann Thomas,Consumer,Technology,Panasonic KX-P3200 Dot Matrix Printer,1/28/12,26529,Low,75004,International,7556,2/1/12,Delivery Truck,le-de-France,0.08,1,46,0.57,"1,350","13,604",15,298
Office Machines,Fortaleza,Jumbo Drum,South America,Brazil,752,Cecil Eaton,Consumer,Technology,Epson C82 Color Inkjet Printer,10/12/10,50786,Low,,International,2732,10/19/10,Delivery Truck,Ceara,0.06,1,7,0.36,-231,854,14,120
Office Machines,Lebanon,Jumbo Box,North America,United States of America,166,Vicki Hauser,Consumer,Technology,Okidata ML320 Series Turbo Dot Matrix Printers,1/11/10,89426,Low,37087,South,138,1/18/10,Delivery Truck,Tennessee,0.08,1,5,0.56,29,"1,840",12,400
Office Machines,Warner Robins,Jumbo Drum,North America,United States of America,2637,Julian French,Consumer,Technology,Panasonic KX-P3200 Dot Matrix Printer,1/28/12,90953,Low,31088,South,7560,2/1/12,Delivery Truck,Georgia,0.08,1,11,0.57,-74,"3,253",15,298
Office Machines,Baton Rouge,Jumbo Drum,North America,United States of America,2463,Jane Howell,Consumer,Technology,Okidata ML184 Turbo Dot Matrix Printers,7/16/13,88719,Low,70802,South,14295,7/18/13,Delivery Truck,Louisiana,0.09,1,11,0.56,-177,"3,197",27,306
Office Machines,Prescott Valley,Jumbo Drum,North America,United States of America,754,Helen Lyons,Consumer,Technology,Epson C82 Color Inkjet Printer,10/12/10,90439,Low,86314,West,2734,10/19/10,Delivery Truck,Arizona,0.06,1,2,0.36,-208,244,14,120
Office Machines,Los Angeles,Jumbo Drum,North America,United States of America,949,Ernest Oh,Consumer,Technology,Epson DFX5000+ Dot Matrix Printer,3/22/13,8257,Low,90049,West,12463,3/22/13,Delivery Truck,California,0.05,1,5,0.57,"-2,561","7,486",30,"1,501"
Office Machines,Modesto,Jumbo Drum,North America,United States of America,901,Lester Wilcox,Consumer,Technology,Epson LQ-570e Dot Matrix Printer,5/17/11,90807,Low,95351,West,4797,5/24/11,Delivery Truck,California,0.01,1,11,0.56,"2,206","3,197",28,271
Office Machines,Woodburn,Jumbo Drum,North America,United States of America,2781,Kelly Byers,Consumer,Technology,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",7/31/10,87162,Low,97071,West,2020,8/7/10,Delivery Truck,Oregon,0.03,1,11,0.4,"5,659","8,201",55,808
Office Machines,Maplewood,Jumbo Box,North America,United States of America,2954,William Sharma,Consumer,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,2/19/11,86428,Medium,55119,Central,3911,2/21/11,Delivery Truck,Minnesota,0.08,1,8,0.39,41,950,56,120
Office Machines,Munster,Jumbo Drum,North America,United States of America,2850,Penny Davenport,Consumer,Technology,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,6/1/11,86455,Medium,46321,Central,4966,6/2/11,Delivery Truck,Indiana,0.02,1,14,0.4,5,"1,613",56,116
Copiers and Fax,West Springfield,Jumbo Drum,North America,United States of America,733,James Mercer,Consumer,Technology,Canon PC940 Copier,4/29/11,90363,Medium,1089,East,4587,4/30/11,Delivery Truck,Massachusetts,0.01,1,1,0.38,"-1,043",472,49,450
Office Machines,Mount Vernon,Jumbo Drum,North America,United States of America,2964,Kathy Hinton,Consumer,Technology,Okidata ML520 Series Dot Matrix Printers,4/1/11,88613,Medium,43050,East,4344,4/3/11,Delivery Truck,Ohio,0.05,1,5,0.56,"1,597","2,315",15,510
Office Machines,Osaka,Jumbo Box,Asia,Japan,213,Gretchen Maynard,Consumer,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,12/9/10,59297,Medium,,International,3230,12/11/10,Delivery Truck,_saka,0.05,1,24,0.39,154,"2,921",56,120
Office Machines,Beijing,Jumbo Drum,Asia,China,3346,Geraldine Case,Consumer,Technology,Canon S750 Color Inkjet Printer,7/27/12,49479,Medium,,International,9571,7/29/12,Delivery Truck,Beijing,0.07,1,62,0.38,"1,807","7,569",26,121
Office Machines,Beijing,Jumbo Drum,Asia,China,2961,Bobby Lawson,Consumer,Technology,Okidata ML520 Series Dot Matrix Printers,4/1/11,34371,Medium,,International,4339,4/3/11,Delivery Truck,Beijing,0.05,1,18,0.56,"1,887","8,334",15,510
Office Machines,Moscow,Jumbo Drum,Asia,Russian Federation,2849,Janet Combs,Consumer,Technology,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,6/1/11,769,Medium,,International,4962,6/2/11,Delivery Truck,Moskva (city),0.02,1,56,0.4,19,"6,451",56,116
Copiers and Fax,Paris,Jumbo Drum,Europe,France,723,Linda Roth,Consumer,Technology,Canon PC940 Copier,4/29/11,21319,Medium,75004,International,4580,4/30/11,Delivery Truck,le-de-France,0.01,1,5,0.38,"-1,043","2,361",49,450
Office Machines,Buenos Aires,Jumbo Box,South America,Argentina,743,Tim Hendrix,Consumer,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,7/17/13,11843,Medium,,International,14300,7/19/13,Delivery Truck,Province de Buenos Aires,0.03,1,59,0.39,696,"7,015",56,120
Office Machines,Rio de Janeiro,Jumbo Box,South America,Brazil,2953,Paige Marcus,Consumer,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,2/19/11,22368,Medium,,International,3906,2/21/11,Delivery Truck,Rio de Janeiro,0.08,1,33,0.39,41,"3,918",56,120
Office Machines,Royal Palm Beach,Jumbo Drum,North America,United States of America,3347,Carrie McIntosh,Consumer,Technology,Canon S750 Color Inkjet Printer,7/27/12,89357,Medium,33411,South,9581,7/29/12,Delivery Truck,Florida,0.07,1,16,0.38,169,"1,953",26,121
Office Machines,Oro Valley,Jumbo Box,North America,United States of America,744,Joy Maxwell,Consumer,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,7/17/10,87726,Medium,85737,West,1897,7/19/10,Delivery Truck,Arizona,0.03,1,13,0.39,190,"1,546",56,120
Office Machines,Murray,Jumbo Box,North America,United States of America,218,Frances Saunders,Consumer,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,12/9/10,88048,Medium,84107,West,3235,12/11/10,Delivery Truck,Utah,0.05,1,6,0.39,-103,730,56,120
Office Machines,Potomac,Jumbo Box,North America,United States of America,307,Roy Love,Consumer,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,10/6/11,87061,Not Specified,20854,East,6289,10/8/11,Delivery Truck,Maryland,0,1,7,0.39,-16,923,56,120
Office Machines,Camp Springs,Jumbo Drum,North America,United States of America,1364,Chris Ford,Consumer,Technology,Panasonic KX-P1150 Dot Matrix Printer,11/19/12,89998,Not Specified,20746,East,10804,11/19/12,Delivery Truck,Maryland,0.07,1,7,0.56,48,963,18,145
Office Machines,Chongqing,Jumbo Drum,Asia,China,1535,Justin Morgan,Consumer,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",10/18/13,33924,Not Specified,,International,15768,10/20/13,Delivery Truck,Chongqing Shi,0.05,1,25,0.38,"1,542","12,850",28,501
Office Machines,Guangzhou,Jumbo Drum,Asia,China,1362,Jerome Woodruff,Consumer,Technology,Panasonic KX-P1150 Dot Matrix Printer,11/19/12,32069,Not Specified,,International,10787,11/19/12,Delivery Truck,Guangdong Sheng,0.07,1,27,0.56,"1,442","3,713",18,145
Office Machines,Manila,Jumbo Drum,Asia,Philippines,652,Jennifer Currie,Consumer,Technology,Epson DFX-8500 Dot Matrix Printer,4/16/10,50337,Not Specified,,International,1059,4/18/10,Delivery Truck,Rgion Capitale Nationale,0.1,1,6,0.57,"-3,798","14,735",30,"2,550"
Office Machines,Kiev,Jumbo Drum,Europe,Ukraine,2946,Jesse Becker,Consumer,Technology,Panasonic KX-P1150 Dot Matrix Printer,5/5/12,18503,Not Specified,,International,8651,5/7/12,Delivery Truck,Misto Kyyiv,0.03,1,72,0.56,"1,488","10,389",18,145
Office Machines,Rio de Janeiro,Jumbo Drum,South America,Brazil,523,Colleen Stark,Consumer,Technology,Lexmark 4227 Plus Dot Matrix Printer,7/20/10,25060,Not Specified,,International,1906,7/22/10,Delivery Truck,Rio de Janeiro,0.07,1,1,0.55,"-4,655","1,894",15,"2,036"
Office Machines,Farragut,Jumbo Drum,North America,United States of America,524,Gina McKnight,Consumer,Technology,Lexmark 4227 Plus Dot Matrix Printer,7/20/10,91127,Not Specified,37922,South,1914,7/22/10,Delivery Truck,Tennessee,0.07,1,1,0.55,-12,"1,894",15,"2,036"
Office Machines,Seattle,Jumbo Box,North America,United States of America,308,Glen Caldwell,Consumer,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,10/6/11,40194,Not Specified,98115,West,6282,10/8/11,Delivery Truck,Washington,0,1,29,0.39,-17,"3,825",56,120
Office Machines,Rancho Cucamonga,Jumbo Drum,North America,United States of America,653,Ann Katz,Consumer,Technology,Epson DFX-8500 Dot Matrix Printer,4/16/13,91216,Not Specified,91730,West,12895,4/18/13,Delivery Truck,California,0.1,1,2,0.57,"-3,798","4,912",30,"2,550"
Office Machines,La Quinta,Jumbo Drum,North America,United States of America,1536,Milton Padgett,Consumer,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",10/18/13,90428,Not Specified,92253,West,15785,10/20/13,Delivery Truck,California,0.05,1,6,0.38,"1,542","3,084",28,501
Office Machines,Covington,Jumbo Drum,North America,United States of America,2949,Joy Petty,Consumer,Technology,Panasonic KX-P1150 Dot Matrix Printer,5/5/12,87515,Not Specified,98042,West,8657,5/7/12,Delivery Truck,Washington,0.03,1,18,0.56,"1,488","2,597",18,145
Copiers and Fax,Fort Wayne,Jumbo Drum,North America,United States of America,1211,Debra Proctor,Corporate,Technology,Sharp 1540cs Digital Laser Copier,1/26/12,88602,Critical,46806,Central,7534,1/27/12,Delivery Truck,Indiana,0,1,4,0.35,-874,"2,310",49,550
Office Machines,Springfield,Jumbo Drum,North America,United States of America,1083,Hazel Dale,Corporate,Technology,Epson DFX-8500 Dot Matrix Printer,4/11/13,88466,Critical,62701,Central,12796,4/12/13,Delivery Truck,Illinois,0,1,1,0.57,"-5,572","2,729",30,"2,550"
Office Machines,Streamwood,Jumbo Drum,North America,United States of America,49,Terri Lyons,Corporate,Technology,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,3/12/13,87718,Critical,60107,Central,12335,3/14/13,Delivery Truck,Illinois,0.06,1,4,0.36,527,763,16,201
Office Machines,Chicago,Jumbo Drum,North America,United States of America,2107,Leigh Burnette Hurley,Corporate,Technology,Lexmark Z54se Color Inkjet Printer,9/29/11,59008,Critical,60601,Central,6221,9/29/11,Delivery Truck,Illinois,0.05,1,71,0.36,"1,265","6,284",14,91
Office Machines,Texas City,Jumbo Drum,North America,United States of America,863,Sharon Dickinson,Corporate,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",12/17/12,90457,Critical,77590,Central,11119,12/19/12,Delivery Truck,Texas,0.09,1,6,0.38,"1,677","2,872",28,501
Office Machines,Watertown,Jumbo Drum,North America,United States of America,2139,Jon Kendall,Corporate,Technology,Epson DFX-8500 Dot Matrix Printer,4/16/10,86003,Critical,53094,Central,1061,4/17/10,Delivery Truck,Wisconsin,0.05,1,2,0.57,"-3,971","4,845",30,"2,550"
Office Machines,Maple Shade,Jumbo Box,North America,United States of America,1166,Pamela C Kane,Corporate,Technology,Panasonic KX-P3626 Dot Matrix Printer,12/7/12,89122,Critical,8052,East,10993,12/8/12,Delivery Truck,New Jersey,0.06,1,20,0.59,"6,914","10,020",17,517
Copiers and Fax,Southbridge,Jumbo Drum,North America,United States of America,2600,Joanne Davenport,Corporate,Technology,Canon PC940 Copier,12/25/13,87389,Critical,1550,East,16726,12/26/13,Delivery Truck,Massachusetts,0.09,1,8,0.38,596,"3,407",49,450
Office Machines,Fords,Jumbo Drum,North America,United States of America,1399,Lloyd Rich,Corporate,Technology,Lexmark Z54se Color Inkjet Printer,7/27/12,88738,Critical,8863,East,9584,7/28/12,Delivery Truck,New Jersey,0.03,1,4,0.36,235,371,14,91
Office Machines,Iselin,Jumbo Drum,North America,United States of America,2604,Gina Curry,Corporate,Technology,Panasonic KX-P3200 Dot Matrix Printer,10/5/10,87383,Critical,8830,East,2660,10/6/10,Delivery Truck,New Jersey,0.01,1,3,0.6,-338,945,18,297
Office Machines,Auburn,Jumbo Drum,North America,United States of America,393,Shawn Combs,Corporate,Technology,Panasonic KX-P1131 Dot Matrix Printer,1/20/11,86385,Critical,13021,East,3629,1/21/11,Delivery Truck,New York,0.09,1,1,0.58,-716,251,18,265
Office Machines,Beijing,Jumbo Box,Asia,China,51,Molly Warren,Corporate,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,7/28/10,29286,Critical,,International,1993,7/30/10,Delivery Truck,Beijing,0.07,1,5,0.57,"-6,924","16,338",9,"3,502"
Office Machines,Beijing,Jumbo Box,Asia,China,3150,Charlene Garrett,Corporate,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,8/4/13,11714,Critical,,International,14558,8/5/13,Delivery Truck,Beijing,0.01,1,2,0.57,"5,393","7,004",9,"3,502"
Office Machines,Manila,Jumbo Box,Asia,Philippines,1051,Mike Flynn,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,5/24/11,19840,Critical,,International,4874,5/27/11,Delivery Truck,Rgion Capitale Nationale,0.08,1,36,0.36,"2,851","11,910",48,401
Office Machines,Jeddah,Jumbo Box,Asia,Saudi Arabia,334,Melvin George,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,8/9/13,42436,Critical,,International,14642,8/10/13,Delivery Truck,Makkah,0.09,1,60,0.36,"16,932","21,989",48,401
Copiers and Fax,Riyadh,Jumbo Drum,Asia,Saudi Arabia,1210,Lois Morse,Corporate,Technology,Sharp 1540cs Digital Laser Copier,1/26/12,24388,Critical,,International,7529,1/27/12,Delivery Truck,Ar Riyad,0,1,17,0.35,"-1,127","9,817",49,550
Office Machines,Jakarta,Jumbo Drum,Asia,Indonesia,1951,Amy Barefoot,Corporate,Technology,Epson FX-2180 Wide Format Dot Matrix Printer,12/2/13,5954,Critical,,International,16389,12/4/13,Delivery Truck,Jakarta,0.06,1,64,0.57,"28,207","36,633",15,597
Office Machines,Jakarta,Jumbo Drum,Asia,Indonesia,2120,Darlene McLaughlin,Corporate,Technology,Epson FX-980 Dot Matrix Printer,2/5/12,29028,Critical,,International,7640,2/7/12,Delivery Truck,Jakarta,0.08,1,48,0.59,"4,723","19,123",15,401
Office Machines,Tokyo,Jumbo Drum,Asia,Japan,47,Carmen Barrett,Corporate,Technology,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,3/12/13,23584,Critical,,International,12329,3/14/13,Delivery Truck,Tokyo,0.06,1,14,0.36,636,"2,671",16,201
Office Machines,Karachi,Jumbo Drum,Asia,Pakistan,861,Kristin Dolan,Corporate,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",12/17/12,50854,Critical,,International,11106,12/19/12,Delivery Truck,Sindh,0.09,1,24,0.38,"7,548","11,488",28,501
Office Machines,Moscow,Jumbo Drum,Asia,Russian Federation,1078,Jennifer Gibson,Corporate,Technology,Epson DFX-8500 Dot Matrix Printer,4/11/13,56453,Critical,,International,12788,4/12/13,Delivery Truck,Moskva (city),0,1,1,0.57,"-5,572","2,729",30,"2,550"
Office Machines,Singapore,Jumbo Drum,Asia,Singapore,3052,Kimberly Johnson,Corporate,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",9/11/13,41766,Critical,,International,15182,9/12/13,Delivery Truck,Singapur,0.01,1,21,0.38,"3,489","10,832",28,501
Office Machines,Paris,Jumbo Box,Europe,France,2695,Douglas Lyon,Corporate,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,8/23/10,10886,Critical,75005,International,2247,8/24/10,Delivery Truck,le-de-France,0.01,1,85,0.39,"2,858","10,401",56,120
Copiers and Fax,Warsaw,Jumbo Drum,Europe,Poland,2597,Zachary Thompson,Corporate,Technology,Canon PC940 Copier,12/25/11,38976,Critical,,International,7197,12/26/11,Delivery Truck,Mazowieckie,0.09,1,30,0.38,"2,418","12,776",49,450
Copiers and Fax,Lisbon,Jumbo Drum,Europe,Portugal,1037,Susan Goldman,Corporate,Technology,Canon PC940 Copier,3/5/13,42437,Critical,,International,12237,3/7/13,Delivery Truck,Lisboa,0.06,1,43,0.38,"7,752","19,462",49,450
Office Machines,Dublin,Jumbo Drum,Europe,Ireland,1388,Carla Starr,Corporate,Technology,Lexmark Z54se Color Inkjet Printer,7/27/12,56768,Critical,,International,9574,7/28/12,Delivery Truck,Dublin,0.03,1,18,0.36,235,"1,671",14,91
Office Machines,Warsaw,Jumbo Drum,Europe,Poland,2597,Zachary Thompson,Corporate,Technology,Panasonic KX-P3200 Dot Matrix Printer,10/5/10,20518,Critical,,International,2655,10/6/10,Delivery Truck,Mazowieckie,0.01,1,13,0.6,-376,"4,097",18,297
Office Machines,Mexico City,Jumbo Box,North America,Mexico,1160,Darlene Clapp,Corporate,Technology,Panasonic KX-P3626 Dot Matrix Printer,12/7/12,30279,Critical,,International,10980,12/8/12,Delivery Truck,Distrito Federal,0.06,1,78,0.59,"30,092","39,080",17,517
Office Machines,Montreal,Jumbo Drum,North America,Canada,2136,Marsha Grossman,Corporate,Technology,Epson DFX-8500 Dot Matrix Printer,4/16/10,19584,Critical,H1A,International,1057,4/17/10,Delivery Truck,Quebec,0.05,1,6,0.57,"-3,971","14,536",30,"2,550"
Office Machines,Bogot,Jumbo Drum,South America,Colombia,390,Constance Dickens,Corporate,Technology,Panasonic KX-P1131 Dot Matrix Printer,1/20/11,20934,Critical,,International,3621,1/21/11,Delivery Truck,Bogot D.C.,0.09,1,5,0.58,-924,"1,254",18,265
Office Machines,Vestavia Hills,Jumbo Box,North America,United States of America,2697,Ricky W Clements,Corporate,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,8/23/10,87678,Critical,35216,South,2253,8/24/10,Delivery Truck,Alabama,0.01,1,21,0.39,"-1,197","2,570",56,120
Copiers and Fax,Belle Glade,Jumbo Drum,North America,United States of America,1038,Jon Hale,Corporate,Technology,Canon PC940 Copier,3/5/13,90644,Critical,33430,South,12243,3/7/13,Delivery Truck,Florida,0.06,1,11,0.38,"3,735","4,979",49,450
Office Machines,Sherwood,Jumbo Drum,North America,United States of America,2122,Carolyn Fisher,Corporate,Technology,Epson FX-980 Dot Matrix Printer,2/5/12,89670,Critical,72116,South,7650,2/7/12,Delivery Truck,Arkansas,0.08,1,12,0.59,-117,"4,781",15,401
Office Machines,Peachtree City,Jumbo Drum,North America,United States of America,1952,Elsie Dodson,Corporate,Technology,Epson FX-2180 Wide Format Dot Matrix Printer,12/2/13,88346,Critical,30269,South,16401,12/4/13,Delivery Truck,Georgia,0.06,1,16,0.57,-28,"9,158",15,597
Office Machines,Murray,Jumbo Drum,North America,United States of America,3053,Robin Tyler,Corporate,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",9/11/13,86667,Critical,42071,South,15185,9/12/13,Delivery Truck,Kentucky,0.01,1,5,0.38,-611,"2,579",28,501
Office Machines,Monroe,Jumbo Drum,North America,United States of America,2112,Margaret Olsen,Corporate,Technology,Lexmark Z54se Color Inkjet Printer,9/29/11,87864,Critical,28110,South,6230,9/29/11,Delivery Truck,North Carolina,0.05,1,18,0.36,11,"1,593",14,91
